Emp ID,Name,Time,Work Code,Work State,Terminal Name
1023,1023,04/05/2019 16:29,,Check In,192.168.0.244
1023,1023,04/05/2019 16:31,,Check Out,192.168.0.244
1023,1023,04/05/2019 16:37,,Check In,192.168.0.244
1023,1023,04/05/2019 16:41,,Check Out,192.168.0.244
1023,1023,04/05/2019 16:50,,Check In,192.168.0.244
1023,1023,04/05/2019 17:37,,Check Out,192.168.0.244
1023,1023,04/05/2019 17:52,,Check In,192.168.0.244
1023,1023,04/05/2019 18:03,,Check Out,192.168.0.244
1023,1023,04/05/2019 18:05,,Check In,192.168.0.244
1023,1023,04/05/2019 18:05,,Check Out,192.168.0.244
1023,1023,04/05/2019 18:36,,Check In,192.168.0.244
1023,1023,04/05/2019 18:39,,Check Out,192.168.0.244
1023,1023,04/05/2019 18:54,,Check In,192.168.0.244
1023,1023,04/05/2019 19:02,,Check Out,192.168.0.244
1023,1023,04/05/2019 19:16,,Check In,192.168.0.244
1023,1023,04/05/2019 19:53,,Check Out,192.168.0.244
1023,1023,04/08/2019 10:14,,Check In,192.168.0.244
1023,1023,04/08/2019 10:30,,Check Out,192.168.0.244
1023,1023,04/08/2019 10:45,,Check In,192.168.0.244
1023,1023,04/08/2019 11:23,,Check Out,192.168.0.244
1023,1023,04/08/2019 11:26,,Check In,192.168.0.244
1023,1023,04/08/2019 11:32,,Check Out,192.168.0.244
1023,1023,04/08/2019 11:36,,Check In,192.168.0.244
1023,1023,04/08/2019 11:45,,Check Out,192.168.0.244
1023,1023,04/08/2019 11:51,,Check In,192.168.0.244
1023,1023,04/08/2019 11:58,,Check Out,192.168.0.244
1023,1023,04/08/2019 11:59,,Check In,192.168.0.244
1023,1023,04/08/2019 12:25,,Check Out,192.168.0.244
1023,1023,04/08/2019 12:29,,Check In,192.168.0.244
1023,1023,04/08/2019 13:06,,Check Out,192.168.0.244
1023,1023,04/08/2019 13:30,,Check In,192.168.0.244
1023,1023,04/08/2019 14:02,,Check Out,192.168.0.244
1023,1023,04/08/2019 15:37,,Check In,192.168.0.244
1023,1023,04/08/2019 15:39,,Check Out,192.168.0.244
1023,1023,04/08/2019 16:14,,Check In,192.168.0.244
1023,1023,04/08/2019 16:19,,Check Out,192.168.0.244
1023,1023,04/08/2019 17:34,,Check In,192.168.0.244
1023,1023,04/08/2019 17:35,,Check Out,192.168.0.244
1023,1023,04/08/2019 18:10,,Check In,192.168.0.244
1023,1023,04/08/2019 18:48,,Check Out,192.168.0.244
1023,1023,04/08/2019 18:50,,Check In,192.168.0.244
1023,1023,04/08/2019 18:59,,Check Out,192.168.0.244
1023,1023,04/08/2019 19:17,,Check In,192.168.0.244
1023,1023,04/08/2019 19:29,,Check Out,192.168.0.244
1023,1023,04/08/2019 19:55,,Check In,192.168.0.244
1023,1023,04/08/2019 19:55,,Check Out,192.168.0.244
1023,1023,04/09/2019 10:56,,Check In,192.168.0.244
1023,1023,04/09/2019 11:14,,Check Out,192.168.0.244
1023,1023,04/09/2019 11:23,,Check In,192.168.0.244
1023,1023,04/09/2019 11:36,,Check Out,192.168.0.244
1023,1023,04/09/2019 11:41,,Check In,192.168.0.244
